order_number,scheduling_pool,bench_work_centres,bench_operations,bench_remaining_minutes,bench_operation_count
200234210761,CSKI_MVKI,CSKI-1,0010,194,1
200234210775,CSKI_MVKI,CSKI-1,0010,175,1
200234210818,CSKI_MVKI,CSKI-1,0010,155,1
200234210832,CSKI_MVKI,CSKI-1,0010,811,1
200234211261,CSKI_MVKI,CSKI-1,0010,198,1
200234211271,CSKI_MVKI,CSKI-1,0010,109,1
200234211276,CSKI_MVKI,CSKI-1,0010,120,1
200234211360,CSKI_MVKI,CSKI-1,0010,164,1
200234211364,CSKI_MVKI,CSKI-1,0010,222,1
200234211368,CSKI_MVKI,CSKI-1,0010,128,1
200234211371,CSKI_MVKI,CSKI-1,0010,352,1
200234211372,CSKI_MVKI,CSKI-1,0010,119,1
200234211551,CSKI_MVKI,CSKI-1,0010,150,1
200234211658,CSKI_MVKI,CSKI-1,0010,401,1
200234211661,CSKI_MVKI,CSKI-1,0010,750,1
200234214612,LVPA,LVPA-5,0010,326,1
200234215244,CSKI_MVKI,CSKI-1,0010,225,1
200234216038,CSKI_MVKI,CSKI-1,0010 → 0020,1635,2
200234216447,CSKI_MVKI,MVKI-1,0010,379,1
200234218287,CSKI_MVKI,CSKI-1,0010,476,1
200234218289,CSKI_MVKI,CSKI-1,0010,986,1
200234218377,CSKI_MVKI,CSKI-1,0010,136,1
200234218530,CSKI_MVKI,CSKI-1,0010,139,1
200234218947,CSKI_MVKI,CSKI-1,0010,107,1
200234219015,CSKI_MVKI,MVKI-1,0005,609,1
200234219447,CSKI_MVKI,MVKI-1,0010,203,1
200234219454,CSKI_MVKI,MVKI-1,0010,107,1
200234219528,CSKI_MVKI,MVKI-1,0010,116,1
200234219529,CSKI_MVKI,MVKI-1,0010,128,1
200234219708,CSKI_MVKI,MVKI-1,0010,203,1
200234220234,CSKI_MVKI,CSKI-1,0010,155,1
200234220236,CSKI_MVKI,CSKI-1,0010,163,1
200234220425,CSKI_MVKI,CSKI-1,0010,171,1
200234220426,CSKI_MVKI,CSKI-1,0010,171,1
200234225550,LVPA,LVPA-5,0010,724,1
200234252868,CSKI_MVKI,MVKI-1,0005,169,1
200234252870,CSKI_MVKI,MVKI-1,0005,109,1
200234252873,CSKI_MVKI,MVKI-1,0005,119,1
200234253117,CSKI_MVKI,MVKI-1,0010,61,1
200234266148,LVPA,LVPA-5,0010,2171,1
200234266152,LVPA,LVPA-5,0010,2171,1
200234266155,LVPA,LVPA-5,0010,1809,1
200234266198,LVPA,LVPA-5,0010,2171,1
200234266202,LVPA,LVPA-5,0010,2171,1
200234266203,LVPA,LVPA-5,0010,1809,1
200234266205,LVPA,LVPA-5,0010,2171,1
200234266206,LVPA,LVPA-5,0010,2171,1
200234266208,LVPA,LVPA-5,0010,1809,1
200234266728,CSKI_MVKI,MVKI-1,0005,165,1
200234266730,CSKI_MVKI,MVKI-1,0010,173,1
200234266734,CSKI_MVKI,MVKI-1,0005,81,1
200234274945,CSKI_MVKI,CSKI-1,0010,1388,1
200234274947,CSKI_MVKI,CSKI-1,0010,1288,1
200234275017,CSKI_MVKI,MVKI-1,0010,74,1
200234275018,CSKI_MVKI,MVKI-1,0010,74,1
200234275022,CSKI_MVKI,CSKI-1,0010,104,1
200234275028,CSKI_MVKI,CSKI-1,0010,117,1
200234275061,CSKI_MVKI,CSKI-1,0010,157,1
200234275070,CSKI_MVKI,CSKI-1,0010,172,1
200234275102,CSKI_MVKI,MVKI-1,0010,2073,1
200234282538,CSKI_MVKI,MVKI-1,0010,222,1
200234283903,LVPA,LVPA-5,0050,98,1
200234292814,CSKI_MVKI,CSKI-1,0010,197,1
200234292937,CSKI_MVKI,MVKI-1,0010,138,1
200234292946,CSKI_MVKI,MVKI-1,0010,136,1
200234303620,CSKI_MVKI,MVKI-1,0010,307,1
200234303625,CSKI_MVKI,MVKI-1,0010,257,1
200234304741,CSKI_MVKI,CSKI-1,0010,106,1
200234311542,CSKI_MVKI,CSKI-1,0010,441,1
200234313079,CSKI_MVKI,CSKI-1,0010,120,1
200234313142,CSKI_MVKI,CSKI-1,0010,198,1
200234313258,CSKI_MVKI,CSKI-1,0010,291,1
200234319705,CSKI_MVKI,MVKI-1,0010,87,1
200234319760,CSKI_MVKI,MVKI-1,0005,132,1
200234320166,CSKI_MVKI,MVKI-1,0010,85,1
200234322883,CSKI_MVKI,CSKI-1,0010,1034,1
200234322886,CSKI_MVKI,CSKI-1,0010,372,1
200234329763,CSKI_MVKI,MVKI-1,0005,125,1
200234330069,CSKI_MVKI,MVKI-1,0005,154,1
200234330071,CSKI_MVKI,MVKI-1,0005,109,1
200234330073,CSKI_MVKI,MVKI-1,0005,237,1
200234330076,CSKI_MVKI,MVKI-1,0010,216,1
200234330239,CSKI_MVKI,MVKI-1,0010,145,1
200234330241,CSKI_MVKI,MVKI-1,0010,130,1
200234340908,LVPA,LVPA-5,0050,35,1
200234340912,LVPA,LVPA-5,0050,52,1
200234341426,LVPA,LVPA-5,0010 → 0020 → 0030,188,3
200234342554,LVPA,LVPA-5,0010 → 0030,21,2
200234342661,LVPA,LVPA-5,0010 → 0030,16,2
200234349634,CSKI_MVKI,MVKI-1,0010,133,1
200234349724,CSKI_MVKI,MVKI-1,0010,222,1
200234350696,CSKI_MVKI,MVKI-1,0005,164,1
200234350816,CSKI_MVKI,MVKI-1,0005,117,1
200234351232,CSKI_MVKI,MVKI-1,0010,687,1
200234352481,CSKI_MVKI,CSKI-1,0010,596,1
200234352681,CSKI_MVKI,CSKI-1,0010,906,1
200234352685,CSKI_MVKI,CSKI-1,0010,1288,1
200234352759,CSKI_MVKI,CSKI-1,0010,1146,1
200234352768,CSKI_MVKI,CSKI-1,0010,118,1
200234353337,CSKI_MVKI,CSKI-1,0010,168,1
200234353345,CSKI_MVKI,CSKI-1,0010,187,1
200234359533,CSKI_MVKI,CSKI-1,0010,112,1
200234361192,CSKI_MVKI,MVKI-1,0010,294,1
200234361577,CSKI_MVKI,MVKI-1,0010,167,1
200234361658,CSKI_MVKI,MVKI-1,0010,173,1
200234361688,CSKI_MVKI,CSKI-1,0010,180,1
200234361690,CSKI_MVKI,CSKI-1,0010,206,1
200234361692,CSKI_MVKI,CSKI-1,0010,114,1
200234362161,CSKI_MVKI,CSKI-1,0010,109,1
200234369342,CSKI_MVKI,MVKI-1,0010,129,1
200234369441,LVPA,LVPA-5,0010,579,1
200234369646,CSKI_MVKI,CSKI-1,0010,565,1
200234369655,CSKI_MVKI,CSKI-1,0010,266,1
200234369656,CSKI_MVKI,CSKI-1,0010,1688,1
200234370680,CSKI_MVKI,MVKI-1,0010,1407,1
200234370681,CSKI_MVKI,CSKI-1,0010,1422,1
200234370684,CSKI_MVKI,CSKI-1,0010,108,1
200234370685,CSKI_MVKI,CSKI-1,0010,145,1
200234370689,CSKI_MVKI,CSKI-1,0010,204,1
200234370690,CSKI_MVKI,CSKI-1,0010,182,1
200234370692,CSKI_MVKI,CSKI-1,0010,172,1
200234370693,CSKI_MVKI,CSKI-1,0010,120,1
200234370694,CSKI_MVKI,CSKI-1,0010,99,1
200234370695,CSKI_MVKI,CSKI-1,0010,112,1
200234370965,CSKI_MVKI,MVKI-1,0005,140,1
200234371756,CSKI_MVKI,CSKI-1,0010,82,1
200234377305,CSKI_MVKI,MVKI-1,0010,293,1
200234377450,CSKI_MVKI,CSKI-1,0010,97,1
200234378843,CSKI_MVKI,CSKI-1,0010,487,1
200234378853,CSKI_MVKI,CSKI-1,0010,655,1
200234378856,CSKI_MVKI,CSKI-1,0010,105,1
200234379003,CSKI_MVKI,CSKI-1,0010,408,1
200234379004,CSKI_MVKI,CSKI-1,0010,301,1
200234379409,CSKI_MVKI,MVKI-1,0010,60,1
200234379412,CSKI_MVKI,MVKI-1,0005,120,1
200234379581,CSKI_MVKI,MVKI-1,0005,95,1
200234379582,CSKI_MVKI,MVKI-1,0010,87,1
200234379596,CSKI_MVKI,MVKI-1,0005,164,1
200234379766,CSKI_MVKI,MVKI-1,0010,257,1
200234379832,CSKI_MVKI,CSKI-1,0010,109,1
200234396592,CSKI_MVKI,CSKI-1,0010,718,1
200234396593,CSKI_MVKI,CSKI-1,0010,693,1
200234397498,CSKI_MVKI,MVKI-1,0010,102,1
200234397670,CSKI_MVKI,MVKI-1,0005,90,1
200234397800,CSKI_MVKI,MVKI-1,0005,204,1
200234400123,LVPA,LVPA-5,0010 → 0030,34,2
200234400125,LVPA,LVPA-5,0010 → 0030,17,2
200234418416,LVPA,LVPA-5,0010 → 0030,13,2
200234418538,LVPA,LVPA-5,0010 → 0030,13,2
200234418662,LVPA,LVPA-5,0010 → 0030,136,2
200234418667,LVPA,LVPA-5,0010 → 0030,49,2
200234419562,LVPA,LVPA-5,0010,532,1
200234423009,LVPA,LVPA-5,0010,362,1
200234423013,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234423248,LVPA,LVPA-2 / LVPA-5,0010 → 0020,41,2
200234423413,LVPA,LVPA-2 / LVPA-5,0010 → 0020,115,2
200234424741,CSKI_MVKI,MVKI-1,0010,166,1
200234424746,CSKI_MVKI,MVKI-1,0005,192,1
200234424749,CSKI_MVKI,MVKI-1,0005,222,1
200234425506,CSKI_MVKI,CSKI-1,0010,115,1
200234437986,CSKI_MVKI,MVKI-1,0010,222,1
200234440565,CSKI_MVKI,CSKI-1,0010,584,1
200234440567,CSKI_MVKI,CSKI-1,0010,103,1
200234440568,CSKI_MVKI,CSKI-1,0010,110,1
200234440569,CSKI_MVKI,CSKI-1,0010,103,1
200234440572,CSKI_MVKI,CSKI-1,0010,88,1
200234440573,CSKI_MVKI,CSKI-1,0010,1288,1
200234440574,CSKI_MVKI,CSKI-1,0010,187,1
200234440575,CSKI_MVKI,MVKI-1,0010,740,1
200234445076,CSKI_MVKI,MVKI-1,0005,981,1
200234445202,CSKI_MVKI,MVKI-1,0005,3901,1
200234445207,CSKI_MVKI,MVKI-1,0005,71,1
200234445211,CSKI_MVKI,MVKI-1,0005,85,1
200234447322,CSKI_MVKI,MVKI-1,0010,353,1
200234447326,CSKI_MVKI,MVKI-1,0010,133,1
200234447522,CSKI_MVKI,MVKI-1,0010,201,1
200234448420,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1647,2
200234448433,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234458399,CSKI_MVKI,MVKI-1,0010,116,1
200234458402,CSKI_MVKI,MVKI-1,0010,78,1
200234458404,CSKI_MVKI,MVKI-1,0010,119,1
200234458408,CSKI_MVKI,MVKI-1,0010,120,1
200234458842,CSKI_MVKI,MVKI-1,0005,101,1
200234458844,CSKI_MVKI,MVKI-1,0005,207,1
200234459100,CSKI_MVKI,MVKI-1,0010,52,1
200234459804,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234459805,CSKI_MVKI,CSKI-1,0010,240,1
200234459806,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234459813,CSKI_MVKI,CSKI-1,0010,261,1
200234459816,CSKI_MVKI,CSKI-1,0010,200,1
200234459982,CSKI_MVKI,CSKI-1,0010,198,1
200234459983,CSKI_MVKI,CSKI-1,0010,198,1
200234460041,CSKI_MVKI,CSKI-1,0010,109,1
200234460047,CSKI_MVKI,CSKI-1,0010,222,1
200234460137,CSKI_MVKI,CSKI-1,0010,114,1
200234460144,CSKI_MVKI,CSKI-1,0010,779,1
200234460149,CSKI_MVKI,CSKI-1,0010,176,1
200234460150,CSKI_MVKI,CSKI-1,0010,176,1
200234460151,CSKI_MVKI,CSKI-1,0010,986,1
200234460152,CSKI_MVKI,CSKI-1,0010,146,1
200234460286,LVPA,LVPA-2 / LVPA-5,0010 → 0020,577,2
200234460294,LVPA,LVPA-5,0010,200,1
200234460296,LVPA,LVPA-2 / LVPA-5,0010 → 0020,288,2
200234460338,LVPA,LVPA-2 / LVPA-5,0010 → 0020,84,2
200234460343,LVPA,LVPA-5,0010,362,1
200234460345,LVPA,LVPA-5,0010,217,1
200234460347,LVPA,LVPA-2 / LVPA-5,0010 → 0020,288,2
200234460351,LVPA,LVPA-2 / LVPA-5,0010 → 0020,167,2
200234460353,LVPA,LVPA-5,0010,724,1
200234460521,CSKI_MVKI,CSKI-1,0010,128,1
200234460527,CSKI_MVKI,CSKI-1,0010,141,1
200234460528,CSKI_MVKI,CSKI-1,0010,291,1
200234460719,CSKI_MVKI,CSKI-1,0010,117,1
200234460721,CSKI_MVKI,CSKI-1,0010,90,1
200234460779,CSKI_MVKI,CSKI-1,0010 → 0020,506,2
200234460785,CSKI_MVKI,MVKI-1,0010,740,1
200234460793,CSKI_MVKI,CSKI-1,0010,161,1
200234460794,CSKI_MVKI,CSKI-1,0010,117,1
200234460886,CSKI_MVKI,CSKI-1,0010,225,1
200234460888,CSKI_MVKI,CSKI-1,0010 → 0020,241,2
200234460891,CSKI_MVKI,CSKI-1,0010,188,1
200234460895,CSKI_MVKI,CSKI-1,0010,122,1
200234460896,CSKI_MVKI,CSKI-1,0010,104,1
200234460977,CSKI_MVKI,CSKI-1,0010,104,1
200234460980,CSKI_MVKI,CSKI-1,0010,158,1
200234460982,CSKI_MVKI,CSKI-1,0010,158,1
200234460990,CSKI_MVKI,CSKI-1,0010,869,1
200234461099,CSKI_MVKI,CSKI-1,0010,582,1
200234461103,CSKI_MVKI,CSKI-1,0010,307,1
200234461105,CSKI_MVKI,CSKI-1,0010,111,1
200234461108,CSKI_MVKI,CSKI-1,0010,91,1
200234461109,CSKI_MVKI,CSKI-1,0010,91,1
200234461112,CSKI_MVKI,CSKI-1,0010,165,1
200234461115,CSKI_MVKI,CSKI-1,0010,470,1
200234466672,CSKI_MVKI,MVKI-1,0010,335,1
200234466674,CSKI_MVKI,MVKI-1,0005,184,1
200234466676,CSKI_MVKI,MVKI-1,0005,70,1
200234467101,CSKI_MVKI,MVKI-1,0005,94,1
200234467102,CSKI_MVKI,MVKI-1,0005,94,1
200234467109,CSKI_MVKI,MVKI-1,0010,461,1
200234467113,CSKI_MVKI,MVKI-1,0005,104,1
200234467230,CSKI_MVKI,MVKI-1,0005,168,1
200234468311,CSKI_MVKI,MVKI-1,0010,294,1
200234468315,CSKI_MVKI,MVKI-1,0005,79,1
200234468422,CSKI_MVKI,MVKI-1,0005,98,1
200234473203,CSKI_MVKI,MVKI-1,0005,211,1
200234473290,CSKI_MVKI,MVKI-1,0005,762,1
200234476085,CSKI_MVKI,MVKI-1,0005,103,1
200234476117,CSKI_MVKI,MVKI-1,0010,133,1
200234476173,LVPA,LVPA-2 / LVPA-5,0010 → 0025,430,2
200234476188,CSKI_MVKI,MVKI-1,0005,106,1
200234476190,CSKI_MVKI,MVKI-1,0010,279,1
200234476339,CSKI_MVKI,MVKI-1,0010,172,1
200234476378,LVPA,LVPA-2 / LVPA-5,0010 → 0025,126,2
200234476380,LVPA,LVPA-2 / LVPA-5,0010 → 0025,537,2
200234476381,LVPA,LVPA-2 / LVPA-5,0010 → 0025,323,2
200234476382,LVPA,LVPA-2 / LVPA-5,0010 → 0025,537,2
200234476383,LVPA,LVPA-5,0010,347,1
200234476385,LVPA,LVPA-5,0010,107,1
200234476388,LVPA,LVPA-5,0010,107,1
200234476394,LVPA,LVPA-5,0010,266,1
200234476477,LVPA,LVPA-5,0010,400,1
200234489537,CSKI_MVKI,MVKI-1,0010,104,1
200234489549,CSKI_MVKI,MVKI-1,0010,222,1
200234489617,CSKI_MVKI,MVKI-1,0010,120,1
200234489733,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489734,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489735,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489736,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489777,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489779,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489780,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489782,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489783,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489784,LVPA,LVPA-2 / LVPA-5,0010 → 0020,170,2
200234489788,LVPA,LVPA-2 / LVPA-5,0010 → 0020,5,2
200234489790,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489791,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489792,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489793,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489794,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489795,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489796,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489837,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489838,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489839,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489840,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489841,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489842,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489843,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489844,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489846,LVPA,LVPA-2 / LVPA-5,0010 → 0020,45,2
200234489848,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489849,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489851,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489854,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489897,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489899,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489900,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489901,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489902,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489903,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489905,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489906,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489908,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489909,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489910,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234489911,LVPA,LVPA-2 / LVPA-5,0010 → 0020,227,2
200234490388,LVPA,LVPA-2 / LVPA-5,0010 → 0025,99,2
200234490390,LVPA,LVPA-5,0010,107,1
200234490392,LVPA,LVPA-2 / LVPA-5,0005 → 0010,206,2
200234490393,LVPA,LVPA-2 / LVPA-5,0010 → 0025,537,2
200234490395,LVPA,LVPA-5,0010,362,1
200234490396,LVPA,LVPA-2 / LVPA-5,0010 → 0025,132,2
200234490480,LVPA,LVPA-2 / LVPA-5,0010 → 0020,290,2
200234490487,LVPA,LVPA-2 / LVPA-5,0010 → 0020,824,2
200234490488,LVPA,LVPA-2 / LVPA-5,0010 → 0020,272,2
200234490495,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234490616,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234496027,CSKI_MVKI,MVKI-1,0010,136,1
200234496033,CSKI_MVKI,MVKI-1,0010,197,1
200234496056,LVPA,LVPA-5,0010,289,1
200234496220,CSKI_MVKI,MVKI-1,0010,163,1
200234496221,CSKI_MVKI,MVKI-1,0010,180,1
200234496224,CSKI_MVKI,MVKI-1,0010,222,1
200234505984,CSKI_MVKI,CSKI-1,0010,724,1
200234507193,CSKI_MVKI,MVKI-1,0005,184,1
200234507206,CSKI_MVKI,MVKI-1,0010,207,1
200234507255,CSKI_MVKI,CSKI-1,0010,727,1
200234507333,CSKI_MVKI,MVKI-1,0005,148,1
200234507358,CSKI_MVKI,MVKI-1,0010,303,1
200234509783,LVPA,LVPA-5,0050,21,1
200234509791,LVPA,LVPA-5,0050,40,1
200234509792,LVPA,LVPA-5,0050,37,1
200234510162,LVPA,LVPA-5,0010 → 0030,282,2
200234510163,LVPA,LVPA-5,0010 → 0030,250,2
200234510164,LVPA,LVPA-5,0010 → 0030,125,2
200234510165,LVPA,LVPA-5,0010 → 0030,125,2
200234514442,LVPA,LVPA-5,0050,108,1
200234516691,CSKI_MVKI,CSKI-1,0010,94,1
200234516959,CSKI_MVKI,CSKI-1,0010,420,1
200234516970,CSKI_MVKI,CSKI-1,0010,87,1
200234516974,CSKI_MVKI,CSKI-1,0010 → 0020,180,2
200234517068,LVPA,LVPA-5,0010,2423,1
200234517138,CSKI_MVKI,CSKI-1,0010,205,1
200234517141,CSKI_MVKI,CSKI-1,0010,121,1
200234517142,CSKI_MVKI,CSKI-1,0010,1980,1
200234517491,LVPA,LVPA-5,0050,33,1
200234517493,LVPA,LVPA-5,0010 → 0030,30,2
200234517767,LVPA,LVPA-5,0050,86,1
200234517775,LVPA,LVPA-5,0010 → 0030,52,2
200234517878,LVPA,LVPA-5,0010 → 0030,52,2
200234517882,LVPA,LVPA-5,0010 → 0030,69,2
200234517886,LVPA,LVPA-5,0010 → 0030,225,2
200234517929,LVPA,LVPA-5,0050,39,1
200234517931,LVPA,LVPA-5,0050,31,1
200234518037,CSKI_MVKI,CSKI-1,0010,1088,1
200234518038,CSKI_MVKI,CSKI-1,0010,1088,1
200234518039,CSKI_MVKI,CSKI-1,0010,1088,1
200234518040,CSKI_MVKI,CSKI-1,0010,422,1
200234518044,CSKI_MVKI,CSKI-1,0010,657,1
200234518048,CSKI_MVKI,CSKI-1,0010,109,1
200234518317,LVPA,LVPA-5,0010 → 0030,489,2
200234518331,LVPA,LVPA-5,0010 → 0030,48,2
200234518380,CSKI_MVKI,CSKI-1,0010 → 0020,322,2
200234518384,CSKI_MVKI,CSKI-1,0010,391,1
200234518388,CSKI_MVKI,CSKI-1,0010,144,1
200234518754,CSKI_MVKI,CSKI-1,0010,169,1
200234519512,LVPA,LVPA-5,0010 → 0030,117,2
200234519778,LVPA,LVPA-5,0010 → 0030,138,2
200234519779,LVPA,LVPA-5,0010 → 0030,128,2
200234519781,LVPA,LVPA-5,0010 → 0030,203,2
200234519785,LVPA,LVPA-5,0010 → 0030,234,2
200234519786,LVPA,LVPA-5,0050,66,1
200234519838,LVPA,LVPA-5,0010 → 0030,46,2
200234519840,LVPA,LVPA-5,0010 → 0030,72,2
200234525644,CSKI_MVKI,MVKI-1,0010,120,1
200234526782,CSKI_MVKI,MVKI-1,0005,94,1
200234526794,CSKI_MVKI,MVKI-1,0005,184,1
200234526873,LVPA,LVPA-5,0010 → 0030,98,2
200234526874,LVPA,LVPA-5,0010 → 0030,59,2
200234526876,LVPA,LVPA-5,0010 → 0030,271,2
200234526950,CSKI_MVKI,MVKI-1,0010,207,1
200234527057,LVPA,LVPA-5,0010 → 0030,26,2
200234527403,LVPA,LVPA-5,0010 → 0030,136,2
200234527404,LVPA,LVPA-5,0010 → 0030,54,2
200234527566,LVPA,LVPA-5,0010 → 0030,66,2
200234527569,LVPA,LVPA-5,0010 → 0030,107,2
200234527571,LVPA,LVPA-5,0010 → 0030,282,2
200234527592,CSKI_MVKI,MVKI-1,0005,219,1
200234527596,CSKI_MVKI,MVKI-1,0005,146,1
200234527780,CSKI_MVKI,MVKI-1,0005,94,1
200234527785,CSKI_MVKI,MVKI-1,0010,257,1
200234536874,CSKI_MVKI,CSKI-1,0010,787,1
200234536876,CSKI_MVKI,CSKI-1,0010,787,1
200234537322,CSKI_MVKI,CSKI-1,0010,339,1
200234537328,CSKI_MVKI,CSKI-1,0010,943,1
200234545884,CSKI_MVKI,MVKI-1,0010,125,1
200234545885,CSKI_MVKI,MVKI-1,0010,143,1
200234545886,CSKI_MVKI,MVKI-1,0010,143,1
200234545887,CSKI_MVKI,MVKI-1,0010,143,1
200234546201,CSKI_MVKI,MVKI-1,0005,1023,1
200234546280,CSKI_MVKI,CSKI-1,0010,592,1
200234546396,CSKI_MVKI,MVKI-1,0010,129,1
200234546460,CSKI_MVKI,MVKI-1,0005,95,1
200234546465,CSKI_MVKI,MVKI-1,0010,126,1
200234546468,CSKI_MVKI,MVKI-1,0005,95,1
200234546473,CSKI_MVKI,MVKI-1,0005,125,1
200234546617,CSKI_MVKI,MVKI-1,0010,96,1
200234546626,CSKI_MVKI,MVKI-1,0005,98,1
200234547620,CSKI_MVKI,MVKI-1,0005,1325,1
200234547627,CSKI_MVKI,MVKI-1,0010,315,1
200234550241,LVPA,LVPA-5,0010,200,1
200234550243,LVPA,LVPA-5,0010,1066,1
200234550245,LVPA,LVPA-2 / LVPA-5,0010 → 0025,126,2
200234550252,LVPA,LVPA-5,0010,362,1
200234550253,LVPA,LVPA-2 / LVPA-5,0010 → 0025,124,2
200234550254,LVPA,LVPA-2 / LVPA-5,0010 → 0025,124,2
200234550256,LVPA,LVPA-2 / LVPA-5,0010 → 0025,126,2
200234550334,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234550335,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234550576,LVPA,LVPA-2 / LVPA-5,0010 → 0025,8,2
200234550700,LVPA,LVPA-5,0010,289,1
200234550703,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234555445,CSKI_MVKI,CSKI-1,0010,1034,1
200234555450,CSKI_MVKI,CSKI-1,0010,86,1
200234555539,CSKI_MVKI,CSKI-1,0010,141,1
200234555552,CSKI_MVKI,CSKI-1,0010,152,1
200234555554,CSKI_MVKI,CSKI-1,0010,188,1
200234555662,CSKI_MVKI,CSKI-1,0010,206,1
200234555665,CSKI_MVKI,CSKI-1,0010,720,1
200234555666,CSKI_MVKI,CSKI-1,0010,128,1
200234555670,CSKI_MVKI,CSKI-1,0010,93,1
200234555856,LVPA,LVPA-5,0010,107,1
200234555860,CSKI_MVKI,CSKI-1,0010,152,1
200234555938,CSKI_MVKI,CSKI-1,0010,160,1
200234555939,CSKI_MVKI,CSKI-1,0010,160,1
200234555941,CSKI_MVKI,CSKI-1,0010,159,1
200234555951,CSKI_MVKI,CSKI-1,0010,89,1
200234555954,CSKI_MVKI,CSKI-1,0010,97,1
200234556297,CSKI_MVKI,CSKI-1,0010,97,1
200234556300,CSKI_MVKI,CSKI-1,0010,157,1
200234556425,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234556429,LVPA,LVPA-5,0010,724,1
200234556791,LVPA,LVPA-5,0010,200,1
200234556792,LVPA,LVPA-5,0010,107,1
200234556793,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234557004,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234557007,LVPA,LVPA-2 / LVPA-5,0005 → 0010,1235,2
200234557314,LVPA,LVPA-5,0010,362,1
200234557380,LVPA,LVPA-5,0010,289,1
200234557382,LVPA,LVPA-5,0010,289,1
200234557384,LVPA,LVPA-5,0010,362,1
200234558308,CSKI_MVKI,MVKI-1,0010,487,1
200234558464,CSKI_MVKI,MVKI-1,0005,575,1
200234558474,CSKI_MVKI,MVKI-1,0010,353,1
200234558657,CSKI_MVKI,MVKI-1,0010,148,1
200234558660,CSKI_MVKI,MVKI-1,0005,80,1
200234558662,CSKI_MVKI,MVKI-1,0010,122,1
200234558669,CSKI_MVKI,MVKI-1,0005,334,1
200234565272,CSKI_MVKI,CSKI-1,0010,388,1
200234566929,CSKI_MVKI,MVKI-1,0005,68,1
200234567164,CSKI_MVKI,MVKI-1,0005,109,1
200234567168,CSKI_MVKI,MVKI-1,0005,96,1
200234567171,CSKI_MVKI,MVKI-1,0005,103,1
